symbol,date,rows,expected_minutes,missing_minutes
HON,2025-12-24,64,390,326
HON,2025-11-28,71,390,319
DE,2025-12-24,76,390,314
GS,2025-12-24,87,390,303
RTX,2025-12-26,88,390,302
LOW,2025-12-24,89,390,301
CVX,2025-12-24,92,390,298
GS,2025-11-28,95,390,295
RTX,2025-11-28,97,390,293
ABBV,2025-12-24,101,390,289
CAT,2025-11-28,107,390,283
LLY,2025-12-24,110,390,280
RTX,2025-12-24,110,390,280
GS,2025-12-26,118,390,272
COST,2025-11-28,119,390,271
HON,2025-12-26,119,390,271
MS,2025-12-24,120,390,270
PEP,2025-11-28,122,390,268
IBM,2025-12-24,123,390,267
RTX,2025-12-29,124,390,266
ABBV,2025-12-31,125,390,265
DE,2025-12-26,131,390,259
LLY,2025-12-26,131,390,259
ABBV,2025-12-29,133,390,257
ADBE,2025-12-24,134,390,256
HON,2025-12-29,134,390,256
GE,2025-12-24,135,390,255
BA,2025-12-24,136,390,254
HON,2025-12-23,137,390,253
MA,2025-12-24,137,390,253
DE,2026-01-13,139,390,251
ADBE,2025-11-28,142,390,248
HON,2025-12-19,142,390,248
COST,2025-12-03,144,390,246
HON,2025-12-01,144,390,246
HON,2025-12-30,144,390,246
HON,2025-12-08,145,390,245
MS,2025-11-28,146,390,244
MCD,2025-11-28,147,390,243
UNH,2025-12-24,148,390,242
HON,2026-01-27,149,390,241
HON,2025-12-09,150,390,240
JNJ,2025-12-24,151,390,239
GE,2025-11-28,152,390,238
HON,2025-11-17,152,390,238
PEP,2025-12-24,153,390,237
JNJ,2025-12-30,154,390,236
DE,2025-12-31,155,390,235
LOW,2025-11-28,155,390,235
MA,2025-12-26,155,390,235
MS,2025-12-26,155,390,235
HON,2025-11-26,156,390,234
COST,2025-12-26,158,390,232
CVX,2025-11-28,159,390,231
RTX,2025-12-30,159,390,231
DE,2026-01-28,160,390,230
GS,2025-12-31,160,390,230
ABBV,2025-11-28,161,390,229
MCD,2025-12-24,161,390,229
ABBV,2025-12-23,162,390,228
LLY,2025-12-30,162,390,228
COST,2025-12-24,163,390,227
HON,2025-12-15,163,390,227
HON,2025-12-31,163,390,227
DE,2025-11-10,164,390,226
HON,2025-12-12,164,390,226
DE,2025-12-30,166,390,224
RTX,2025-11-11,166,390,224
MS,2025-12-30,168,390,222
RTX,2026-01-02,168,390,222
GS,2026-01-08,171,390,219
CAT,2025-12-24,173,390,217
COST,2025-11-25,173,390,217
DE,2025-11-12,173,390,217
MS,2025-12-31,173,390,217
COST,2025-11-11,174,390,216
RTX,2025-11-12,175,390,215
PEP,2025-12-26,176,390,214
IBM,2025-11-28,177,390,213
MA,2025-12-31,178,390,212
COP,2025-12-24,179,390,211
COST,2025-12-31,179,390,211
HD,2025-11-28,179,390,211
HD,2025-12-24,179,390,211
HON,2025-11-07,180,390,210
HON,2025-12-11,181,390,209
LOW,2025-12-22,182,390,208
LLY,2025-11-28,183,390,207
RTX,2025-12-22,183,390,207
SBUX,2025-11-28,183,390,207
DIS,2025-12-24,184,390,206
GS,2025-12-22,184,390,206
HON,2025-11-12,184,390,206
HON,2025-11-24,184,390,206
HON,2025-12-05,184,390,206
SBUX,2025-12-24,184,390,206
DE,2025-11-28,185,390,205
ADBE,2025-12-26,186,390,204
HON,2026-02-03,186,390,204
ABBV,2025-12-30,187,390,203
CAT,2026-01-22,187,390,203
COST,2025-11-26,187,390,203
MA,2025-11-28,187,390,203
RTX,2025-12-05,187,390,203
RTX,2025-12-31,187,390,203
COST,2025-11-12,188,390,202
MA,2025-12-29,188,390,202
SLB,2025-12-24,188,390,202
BA,2025-11-28,189,390,201
DE,2026-01-27,189,390,201
RTX,2025-12-02,189,390,201
HON,2025-11-14,190,390,200
V,2025-12-24,190,390,200
TGT,2025-12-24,191,390,199
HON,2025-11-10,192,390,198
HON,2026-01-23,192,390,198
ABBV,2026-01-02,193,390,197
CAT,2025-12-31,193,390,197
COP,2025-11-28,193,390,197
JPM,2025-12-24,193,390,197
MS,2025-12-29,193,390,197
TGT,2025-11-28,193,390,197
ABBV,2025-12-26,194,390,196
DE,2026-01-29,194,390,196
MSFT,2025-12-24,194,390,196
IBM,2025-12-30,195,390,195
COST,2025-12-30,196,390,194
DE,2025-11-05,196,390,194
SLB,2025-11-28,196,390,194
AMD,2025-12-24,197,390,193
GS,2026-01-13,197,390,193
GS,2026-01-28,197,390,193
HON,2025-11-13,197,390,193
HON,2025-12-18,197,390,193
HON,2026-01-12,197,390,193
DE,2026-02-02,199,390,191
GS,2025-12-30,199,390,191
JNJ,2025-12-31,199,390,191
META,2025-12-24,199,390,191
C,2025-11-28,200,390,190
DE,2025-11-03,200,390,190
DE,2026-01-16,200,390,190
HD,2025-12-26,201,390,189
PFE,2025-12-24,201,390,189
RTX,2025-12-23,202,390,188
GS,2025-12-03,203,390,187
JNJ,2025-11-28,203,390,187
NKE,2025-11-28,203,390,187
PYPL,2025-12-24,203,390,187
UNH,2025-11-28,203,390,187
V,2025-11-28,203,390,187
DE,2026-01-30,204,390,186
GS,2026-02-02,204,390,186
LOW,2025-12-30,204,390,186
MRK,2025-12-24,204,390,186
WFC,2025-11-28,204,390,186
COST,2026-01-29,205,390,185
DIS,2025-11-28,205,390,185
HON,2025-12-03,205,390,185
KO,2025-12-24,205,390,185
MS,2025-11-10,205,390,185
AMZN,2025-12-24,206,390,184
DE,2026-01-20,206,390,184
HON,2025-11-20,206,390,184
HON,2025-11-25,206,390,184
RTX,2025-11-26,206,390,184
COST,2025-12-05,207,390,183
GE,2025-12-26,207,390,183
GOOGL,2025-12-24,207,390,183
GS,2025-11-26,207,390,183
JPM,2025-11-28,207,390,183
KO,2025-11-28,207,390,183
WMT,2025-12-24,207,390,183
XOM,2025-11-28,207,390,183
XOM,2025-12-24,207,390,183
AAPL,2025-12-24,208,390,182
HON,2025-12-04,208,390,182
JNJ,2025-12-29,208,390,182
MCD,2025-12-31,208,390,182
PEP,2025-12-30,208,390,182
RTX,2025-11-17,208,390,182
WFC,2025-12-24,208,390,182
DE,2025-12-09,209,390,181
MRK,2025-11-28,209,390,181
PYPL,2025-11-28,209,390,181
TSLA,2025-12-24,209,390,181
WMT,2025-11-28,209,390,181
AAPL,2025-11-28,210,390,180
AMZN,2025-11-28,210,390,180
AVGO,2025-11-28,210,390,180
BAC,2025-11-28,210,390,180
BAC,2025-12-24,210,390,180
C,2025-12-24,210,390,180
DE,2026-01-05,210,390,180
HON,2025-12-16,210,390,180
LOW,2025-12-31,210,390,180
NKE,2025-12-24,210,390,180
CAT,2025-11-26,211,390,179
CAT,2025-12-23,211,390,179
GS,2025-11-19,211,390,179
GS,2025-12-29,211,390,179
MA,2025-12-30,211,390,179
MCD,2025-12-26,211,390,179
MS,2026-01-06,211,390,179
MSFT,2025-11-28,211,390,179
AMD,2025-11-28,212,390,178
COST,2025-12-19,212,390,178
DE,2025-12-29,212,390,178
GOOGL,2025-11-28,212,390,178
GS,2025-12-23,212,390,178
GS,2026-01-09,212,390,178
MS,2026-01-07,212,390,178
RTX,2025-11-19,212,390,178
TSLA,2025-11-28,212,390,178
AVGO,2025-12-24,213,390,177
META,2025-11-28,213,390,177
PFE,2025-11-28,213,390,177
RTX,2026-01-15,213,390,177
DE,2025-12-22,214,390,176
HON,2026-01-02,214,390,176
LLY,2025-12-29,214,390,176
MS,2025-11-05,214,390,176
NFLX,2025-12-24,214,390,176
ORCL,2025-12-24,214,390,176
RTX,2025-11-06,214,390,176
ADBE,2025-12-30,215,390,175
COST,2025-11-10,215,390,175
LLY,2025-12-31,215,390,175
ORCL,2025-11-28,215,390,175
DE,2025-12-05,216,390,174
IBM,2025-12-05,216,390,174
INTC,2025-12-24,217,390,173
RTX,2025-11-14,217,390,173
COST,2025-11-21,218,390,172
COST,2025-12-29,218,390,172
CVX,2025-12-26,218,390,172
HD,2025-12-31,218,390,172
CAT,2025-12-30,219,390,171
COST,2025-11-17,219,390,171
DE,2026-01-26,219,390,171
GS,2026-01-29,219,390,171
LLY,2025-12-23,219,390,171
ADBE,2025-12-29,220,390,170
DE,2025-12-03,220,390,170
GS,2025-12-17,220,390,170
NFLX,2025-11-28,220,390,170
NVDA,2025-11-28,220,390,170
COST,2025-12-23,222,390,168
COST,2026-01-23,223,390,167
DE,2025-11-06,223,390,167
DE,2025-12-11,223,390,167
INTC,2025-11-28,223,390,167
GS,2025-11-25,224,390,166
GS,2025-12-01,224,390,166
HON,2026-01-28,224,390,166
ADBE,2025-12-31,225,390,165
BA,2025-12-23,225,390,165
ABBV,2025-12-18,226,390,164
COST,2025-11-24,226,390,164
CVX,2025-12-12,226,390,164
DE,2025-11-11,226,390,164
DE,2025-11-14,226,390,164
DE,2025-11-18,226,390,164
DE,2025-12-02,226,390,164
CVX,2025-12-23,227,390,163
CVX,2025-12-30,227,390,163
HON,2026-01-26,227,390,163
MS,2025-12-23,227,390,163
ABBV,2025-11-10,228,390,162
CAT,2025-12-01,228,390,162
HON,2025-11-19,228,390,162
HON,2026-01-05,228,390,162
MS,2025-12-09,229,390,161
RTX,2025-11-13,229,390,161
GS,2025-11-21,230,390,160
IBM,2025-12-11,230,390,160
MA,2025-11-26,230,390,160
CAT,2025-12-22,231,390,159
COST,2026-01-28,231,390,159
CVX,2025-12-29,231,390,159
HON,2026-01-15,231,390,159
MCD,2025-12-30,231,390,159
GS,2025-12-18,232,390,158
RTX,2025-11-03,232,390,158
RTX,2025-12-19,232,390,158
CAT,2026-01-15,233,390,157
DE,2025-12-23,233,390,157
GS,2025-11-03,233,390,157
CAT,2025-11-11,234,390,156
DE,2025-11-13,234,390,156
GS,2025-12-02,234,390,156
PEP,2025-12-31,234,390,156
RTX,2025-11-20,234,390,156
MA,2025-12-23,235,390,155
PEP,2025-11-25,235,390,155
PEP,2025-12-17,235,390,155
CAT,2026-01-09,236,390,154
COST,2025-11-14,236,390,154
COST,2026-01-30,236,390,154
GS,2025-12-10,236,390,154
LLY,2026-01-14,236,390,154
DE,2025-12-08,237,390,153
DE,2025-12-10,237,390,153
DE,2026-01-22,237,390,153
RTX,2026-01-12,237,390,153
RTX,2026-01-16,237,390,153
BA,2025-12-29,238,390,152
GS,2025-11-06,238,390,152
LOW,2025-12-17,238,390,152
ABBV,2025-12-09,239,390,151
ABBV,2026-01-30,239,390,151
CAT,2025-12-29,239,390,151
DE,2025-12-16,239,390,151
HON,2025-12-22,239,390,151
LOW,2025-12-29,239,390,151
COST,2026-01-02,240,390,150
DE,2026-01-07,240,390,150
GS,2025-11-05,240,390,150
LLY,2026-01-30,240,390,150
BA,2025-12-26,241,390,149
HON,2025-11-11,241,390,149
HON,2026-01-14,241,390,149
RTX,2025-12-01,241,390,149
CAT,2025-12-26,242,390,148
COST,2025-11-07,242,390,148
GE,2025-12-29,242,390,148
GS,2025-11-11,242,390,148
GS,2025-11-18,242,390,148
GS,2025-12-15,242,390,148
HON,2026-01-30,242,390,148
MS,2025-12-02,242,390,148
MS,2026-01-02,242,390,148
COST,2025-12-17,243,390,147
DE,2025-11-07,243,390,147
LOW,2025-12-26,243,390,147
ABBV,2025-12-08,244,390,146
GS,2025-12-09,244,390,146
HON,2025-12-02,244,390,146
PEP,2025-11-26,244,390,146
CAT,2026-01-08,246,390,144
COST,2026-02-02,246,390,144
DE,2026-01-12,246,390,144
GS,2025-12-19,246,390,144
HON,2025-11-06,246,390,144
HON,2026-01-06,246,390,144
HON,2026-01-29,246,390,144
MS,2025-12-04,246,390,144
MS,2026-01-09,246,390,144
RTX,2025-11-10,246,390,144
UNH,2025-12-29,246,390,144
GS,2025-11-24,247,390,143
JNJ,2026-01-08,247,390,143
MS,2025-12-22,247,390,143
ABBV,2025-12-04,248,390,142
ABBV,2025-12-22,248,390,142
DE,2025-12-17,248,390,142
UNH,2025-12-31,248,390,142
CVX,2025-11-19,249,390,141
GS,2026-01-06,249,390,141
GS,2026-01-30,249,390,141
HON,2026-01-07,249,390,141
MCD,2025-12-19,249,390,141
MS,2025-11-25,249,390,141
RTX,2026-01-06,249,390,141
COST,2025-12-09,250,390,140
CVX,2025-11-05,250,390,140
LLY,2026-01-12,250,390,140
ADBE,2025-12-22,251,390,139
ADBE,2026-01-08,251,390,139
COST,2025-11-20,251,390,139
DE,2025-12-04,251,390,139
GS,2026-01-20,251,390,139
HON,2025-11-05,251,390,139
LOW,2025-12-12,251,390,139
CAT,2025-12-18,252,390,138
CVX,2025-12-31,252,390,138
DE,2025-12-01,252,390,138
MA,2025-11-07,252,390,138
NVDA,2025-12-24,252,390,138
HON,2025-11-04,253,390,137
HON,2026-02-02,253,390,137
LLY,2026-01-02,253,390,137
MA,2025-12-04,253,390,137
MS,2025-11-11,253,390,137
MS,2025-12-16,253,390,137
RTX,2025-11-07,253,390,137
RTX,2025-12-18,253,390,137
CAT,2026-01-21,254,390,136
HON,2026-01-22,254,390,136
IBM,2025-12-10,254,390,136
JNJ,2025-12-26,254,390,136
CAT,2025-12-02,255,390,135
CAT,2025-12-10,255,390,135
IBM,2025-11-10,255,390,135
IBM,2025-11-26,255,390,135
LOW,2025-11-26,255,390,135
MA,2025-11-13,255,390,135
PEP,2025-12-03,255,390,135
UNH,2025-12-26,255,390,135
MS,2026-01-08,256,390,134
MS,2026-01-26,256,390,134
PEP,2025-12-29,256,390,134
RTX,2025-11-25,256,390,134
ABBV,2025-12-01,257,390,133
CAT,2026-01-16,257,390,133
COST,2025-12-01,257,390,133
COST,2025-12-08,257,390,133
GS,2025-11-10,257,390,133
JNJ,2025-12-23,257,390,133
LOW,2026-01-07,257,390,133
COST,2025-11-13,258,390,132
GE,2025-12-31,258,390,132
IBM,2025-12-09,258,390,132
PEP,2025-12-19,258,390,132
ABBV,2025-12-17,259,390,131
GS,2025-12-04,259,390,131
LLY,2025-12-05,259,390,131
MCD,2025-12-29,259,390,131
RTX,2026-01-23,259,390,131
CAT,2026-01-27,260,390,130
CVX,2025-12-18,260,390,130
HON,2025-11-03,260,390,130
LOW,2025-12-23,260,390,130
TGT,2026-01-28,260,390,130
ABBV,2025-12-05,261,390,129
ABBV,2026-02-02,261,390,129
GE,2026-01-13,261,390,129
LOW,2025-12-19,261,390,129
RTX,2025-12-12,261,390,129
COST,2025-12-18,262,390,128
RTX,2025-11-21,262,390,128
TGT,2026-01-27,262,390,128
UNH,2025-12-23,262,390,128
ABBV,2025-11-26,263,390,127
CAT,2025-12-08,263,390,127
IBM,2025-12-01,263,390,127
MS,2025-12-01,263,390,127
MS,2025-12-17,263,390,127
PEP,2025-12-02,263,390,127
CAT,2025-11-10,264,390,126
CAT,2025-11-19,264,390,126
DE,2025-11-24,264,390,126
GS,2026-01-21,264,390,126
HON,2026-01-13,264,390,126
MA,2025-12-05,264,390,126
RTX,2025-11-24,264,390,126
COST,2025-11-06,265,390,125
COST,2026-01-26,265,390,125
MCD,2026-01-09,265,390,125
PEP,2025-11-14,265,390,125
RTX,2026-01-22,265,390,125
ABBV,2025-11-06,266,390,124
ABBV,2025-11-14,266,390,124
ADBE,2025-12-23,266,390,124
CAT,2025-12-04,266,390,124
COST,2026-01-16,266,390,124
CVX,2025-11-18,266,390,124
IBM,2025-12-22,266,390,124
LLY,2025-12-22,266,390,124
MCD,2025-11-26,266,390,124
MS,2026-01-29,266,390,124
PEP,2025-12-18,266,390,124
TGT,2026-01-22,266,390,124
ABBV,2025-12-11,267,390,123
ADBE,2025-11-05,267,390,123
DE,2025-11-17,267,390,123
DE,2025-12-19,267,390,123
GS,2025-11-07,267,390,123
GS,2026-01-12,267,390,123
MCD,2026-01-28,267,390,123
ADBE,2026-01-07,268,390,122
BA,2025-12-18,268,390,122
DE,2026-02-03,268,390,122
RTX,2025-11-04,268,390,122
ABBV,2025-11-07,269,390,121
ADBE,2025-11-11,269,390,121
CAT,2026-01-14,269,390,121
COST,2025-12-22,269,390,121
COST,2026-01-13,269,390,121
GS,2025-11-17,269,390,121
GS,2026-02-03,269,390,121
LLY,2025-12-09,269,390,121
MA,2025-11-10,269,390,121
MA,2025-11-12,269,390,121
ABBV,2025-11-05,270,390,120
RTX,2025-11-18,270,390,120
UNH,2025-11-26,270,390,120
BA,2025-11-13,271,390,119
DE,2026-01-23,271,390,119
IBM,2026-01-07,271,390,119
LOW,2025-11-12,271,390,119
MCD,2025-12-16,271,390,119
BA,2025-12-22,272,390,118
CVX,2025-11-26,272,390,118
GS,2025-12-08,272,390,118
HD,2025-11-11,272,390,118
JNJ,2025-11-10,272,390,118
MS,2025-11-03,272,390,118
RTX,2025-11-05,272,390,118
CAT,2026-01-13,273,390,117
JNJ,2025-11-05,273,390,117
TGT,2026-01-16,273,390,117
V,2025-12-26,273,390,117
DE,2026-01-02,274,390,116
MS,2026-01-12,274,390,116
RTX,2025-12-15,274,390,116
RTX,2026-01-05,274,390,116
HON,2025-12-10,275,390,115
LOW,2025-11-03,275,390,115
MA,2025-12-17,275,390,115
MS,2026-02-02,275,390,115
ABBV,2025-11-24,276,390,114
CAT,2025-11-18,276,390,114
CVX,2025-12-03,276,390,114
HD,2025-11-04,276,390,114
LLY,2025-11-26,276,390,114
MS,2025-11-26,276,390,114
TGT,2025-12-30,276,390,114
DIS,2025-11-05,277,390,113
ABBV,2025-12-03,278,390,112
ABBV,2026-01-28,278,390,112
BA,2026-01-06,278,390,112
CVX,2025-11-25,278,390,112
IBM,2025-11-25,278,390,112
JNJ,2026-01-26,278,390,112
MA,2025-12-09,278,390,112
PEP,2025-11-03,278,390,112
RTX,2025-12-11,278,390,112
TGT,2025-12-09,278,390,112
ABBV,2025-12-15,279,390,111
ABBV,2026-01-20,279,390,111
BA,2026-01-16,279,390,111
CAT,2026-02-03,279,390,111
GS,2026-01-02,279,390,111
HON,2025-11-21,279,390,111
IBM,2025-12-15,279,390,111
MCD,2025-11-17,279,390,111
PEP,2026-01-09,279,390,111
PEP,2026-01-15,279,390,111
RTX,2025-12-04,279,390,111
RTX,2025-12-08,279,390,111
RTX,2025-12-17,279,390,111
ABBV,2025-12-19,280,390,110
BA,2025-12-30,280,390,110
CVX,2026-01-02,280,390,110
GS,2025-11-20,280,390,110
GS,2025-12-11,280,390,110
HON,2026-01-21,280,390,110
LOW,2025-12-18,280,390,110
MA,2026-01-02,280,390,110
PFE,2025-12-31,280,390,110
TGT,2025-11-04,280,390,110
CAT,2025-11-06,281,390,109
CAT,2025-11-24,281,390,109
CVX,2025-12-22,281,390,109
DE,2026-01-14,281,390,109
GS,2026-01-27,281,390,109
LOW,2026-01-06,281,390,109
PEP,2026-01-02,281,390,109
CAT,2026-01-12,282,390,108
GS,2026-01-07,282,390,108
HON,2025-12-17,282,390,108
JNJ,2025-12-10,282,390,108
MS,2025-11-06,282,390,108
RTX,2026-01-20,282,390,108
TGT,2025-12-12,282,390,108
TGT,2026-01-23,282,390,108
ABBV,2025-11-20,283,390,107
ABBV,2025-12-16,283,390,107
CAT,2025-11-12,283,390,107
COST,2025-11-18,283,390,107
DE,2025-12-15,283,390,107
PEP,2025-11-19,283,390,107
UNH,2025-12-30,283,390,107
V,2025-12-29,283,390,107
ABBV,2026-01-16,284,390,106
CAT,2026-01-23,284,390,106
COST,2025-12-02,284,390,106
GS,2025-11-13,284,390,106
HD,2025-12-30,284,390,106
HON,2026-01-09,284,390,106
TGT,2026-01-07,284,390,106
CAT,2026-01-26,285,390,105
COST,2026-01-15,285,390,105
LLY,2026-01-16,285,390,105
MCD,2025-11-19,285,390,105
MCD,2025-12-17,285,390,105
MCD,2026-01-13,285,390,105
MS,2025-12-05,285,390,105
MS,2025-12-15,285,390,105
CAT,2025-12-05,286,390,104
HON,2025-11-18,286,390,104
PEP,2025-12-04,286,390,104
RTX,2025-12-03,286,390,104
RTX,2026-02-03,286,390,104
V,2025-12-31,286,390,104
BA,2025-12-17,287,390,103
COP,2025-11-26,287,390,103
LLY,2026-01-06,287,390,103
LOW,2026-01-28,287,390,103
LOW,2026-02-02,287,390,103
COST,2025-11-05,288,390,102
COST,2026-01-07,288,390,102
PEP,2025-11-05,288,390,102
CAT,2026-01-02,289,390,101
CVX,2025-12-04,289,390,101
CVX,2025-12-19,289,390,101
HD,2025-11-12,289,390,101
LLY,2026-01-20,289,390,101
MS,2025-12-10,289,390,101
PFE,2025-12-30,289,390,101
ADBE,2026-01-09,290,390,100
BA,2026-01-23,290,390,100
CAT,2025-12-19,290,390,100
CAT,2026-02-02,290,390,100
HD,2025-11-07,290,390,100
LLY,2026-01-22,290,390,100
LOW,2025-11-04,290,390,100
LOW,2026-01-13,290,390,100
MS,2025-12-03,290,390,100
MS,2026-01-30,290,390,100
TGT,2025-12-16,290,390,100
CAT,2025-11-25,291,390,99
CVX,2025-11-06,291,390,99
CVX,2025-12-11,291,390,99
KO,2025-12-26,291,390,99
BA,2025-12-31,292,390,98
CAT,2025-11-17,292,390,98
COST,2025-12-10,292,390,98
DE,2026-01-09,292,390,98
MA,2025-12-15,292,390,98
MCD,2025-12-22,292,390,98
PEP,2025-12-23,292,390,98
SBUX,2025-12-31,292,390,98
ABBV,2025-12-02,293,390,97
ABBV,2026-01-23,293,390,97
ADBE,2025-12-18,293,390,97
CAT,2025-11-07,293,390,97
COP,2025-12-23,293,390,97
GS,2026-01-22,293,390,97
IBM,2025-12-26,293,390,97
JNJ,2025-12-19,293,390,97
JPM,2025-12-30,293,390,97
LOW,2025-11-06,293,390,97
MCD,2026-02-02,293,390,97
PEP,2025-11-04,293,390,97
PEP,2025-11-24,293,390,97
TGT,2026-01-26,293,390,97
TGT,2026-01-30,293,390,97
COST,2026-01-20,294,390,96
DE,2025-11-20,294,390,96
DE,2026-01-08,294,390,96
HON,2026-01-16,294,390,96
MA,2025-12-16,294,390,96
MCD,2026-01-15,294,390,96
BA,2026-02-02,295,390,95
CVX,2025-11-11,295,390,95
GE,2025-12-30,295,390,95
UNH,2025-12-22,295,390,95
BA,2026-01-15,296,390,94
CAT,2025-12-11,296,390,94
GS,2025-11-14,296,390,94
JNJ,2026-01-07,296,390,94
LLY,2025-12-10,296,390,94
LOW,2025-11-11,296,390,94
MS,2026-01-05,296,390,94
BA,2025-11-06,297,390,93
CAT,2025-12-09,297,390,93
CVX,2025-11-07,297,390,93
LLY,2026-01-27,297,390,93
UNH,2025-12-09,297,390,93
CVX,2025-12-05,298,390,92
DE,2025-12-12,298,390,92
GS,2025-11-04,298,390,92
LLY,2025-11-13,298,390,92
LLY,2025-12-19,298,390,92
LOW,2026-01-26,298,390,92
MA,2025-11-20,298,390,92
SBUX,2025-12-30,298,390,92
UNH,2025-12-08,298,390,92
BA,2025-11-10,299,390,91
CAT,2026-01-20,299,390,91
GS,2025-12-05,299,390,91
IBM,2026-01-12,299,390,91
JNJ,2025-11-11,299,390,91
JNJ,2026-01-16,299,390,91
LLY,2026-01-29,299,390,91
LOW,2025-11-24,299,390,91
MCD,2025-11-25,299,390,91
MCD,2026-01-12,299,390,91
MCD,2026-01-14,299,390,91
RTX,2026-01-30,299,390,91
ABBV,2026-01-21,300,390,90
ADBE,2025-11-10,300,390,90
ADBE,2026-01-06,300,390,90
BA,2025-12-15,300,390,90
DE,2025-11-21,300,390,90
UNH,2026-01-09,300,390,90
ABBV,2025-11-11,301,390,89
BA,2025-11-17,301,390,89
BA,2025-12-11,301,390,89
BA,2026-01-08,301,390,89
IBM,2026-01-22,301,390,89
IBM,2026-01-23,301,390,89
LOW,2025-12-15,301,390,89
LOW,2026-01-27,301,390,89
MCD,2025-11-21,301,390,89
BA,2026-01-14,302,390,88
COP,2025-12-31,302,390,88
COST,2025-11-19,302,390,88
CVX,2025-11-24,302,390,88
GE,2025-12-23,302,390,88
GS,2025-12-16,302,390,88
IBM,2026-01-15,302,390,88
LLY,2025-11-24,302,390,88
MA,2025-12-08,302,390,88
ABBV,2025-12-12,303,390,87
ADBE,2025-12-08,303,390,87
COP,2025-12-02,303,390,87
COST,2026-01-09,303,390,87
CVX,2025-11-17,303,390,87
CVX,2025-12-16,303,390,87
IBM,2025-12-17,303,390,87
LLY,2026-01-13,303,390,87
MA,2025-11-21,303,390,87
MA,2025-12-22,303,390,87
MA,2026-01-09,303,390,87
PEP,2025-11-18,303,390,87
PEP,2025-12-01,303,390,87
SBUX,2026-01-14,303,390,87
BA,2025-12-08,304,390,86
CVX,2025-11-20,304,390,86
HD,2025-12-29,304,390,86
MA,2026-01-07,304,390,86
MS,2026-01-27,304,390,86
PEP,2026-01-16,304,390,86
BA,2025-11-24,305,390,85
COP,2025-12-22,305,390,85
GS,2025-11-12,305,390,85
JNJ,2025-11-07,305,390,85
JNJ,2026-01-12,305,390,85
MA,2026-01-08,305,390,85
TGT,2026-01-09,305,390,85
V,2025-12-23,305,390,85
COST,2026-01-05,306,390,84
CVX,2025-12-02,306,390,84
HON,2026-01-20,306,390,84
MA,2025-11-25,306,390,84
MS,2026-01-13,306,390,84
PEP,2025-11-11,306,390,84
PEP,2025-11-21,306,390,84
PEP,2026-01-12,306,390,84
RTX,2026-01-21,306,390,84
COP,2025-11-19,307,390,83
IBM,2025-12-08,307,390,83
JNJ,2026-01-09,307,390,83
JPM,2025-12-29,307,390,83
PEP,2025-11-20,307,390,83
TGT,2025-11-13,307,390,83
ABBV,2026-01-29,308,390,82
ADBE,2025-11-19,308,390,82
BA,2025-11-14,308,390,82
CAT,2025-11-14,308,390,82
COST,2025-11-03,308,390,82
COST,2025-11-04,308,390,82
COST,2026-02-03,308,390,82
DE,2025-12-18,308,390,82
GS,2026-01-26,308,390,82
HD,2025-11-20,308,390,82
HON,2026-01-08,308,390,82
JNJ,2025-12-15,308,390,82
LOW,2025-12-05,308,390,82
MA,2025-11-11,308,390,82
MCD,2025-11-18,308,390,82
MCD,2025-12-03,308,390,82
MCD,2025-12-15,308,390,82
MS,2025-11-18,308,390,82
RTX,2026-01-13,308,390,82
RTX,2026-01-14,308,390,82
ABBV,2026-01-26,309,390,81
ADBE,2025-11-07,309,390,81
ADBE,2025-11-25,309,390,81
ADBE,2026-01-12,309,390,81
BA,2025-11-11,309,390,81
COP,2025-12-09,309,390,81
COST,2026-01-22,309,390,81
DE,2026-01-06,309,390,81
DIS,2026-01-13,309,390,81
HD,2025-12-02,309,390,81
IBM,2026-01-09,309,390,81
JNJ,2026-01-02,309,390,81
LOW,2025-11-05,309,390,81
MA,2025-11-14,309,390,81
MS,2025-11-20,309,390,81
ADBE,2025-11-26,310,390,80
DIS,2025-12-30,310,390,80
IBM,2026-01-21,310,390,80
JPM,2025-11-11,310,390,80
LOW,2025-12-11,310,390,80
MA,2025-12-03,310,390,80
MS,2025-12-12,310,390,80
ABBV,2026-01-09,311,390,79
CAT,2026-01-28,311,390,79
COP,2025-11-10,311,390,79
HD,2026-01-28,311,390,79
IBM,2025-11-14,311,390,79
IBM,2025-12-23,311,390,79
JNJ,2025-11-26,311,390,79
JNJ,2025-12-12,311,390,79
LOW,2026-01-30,311,390,79
MA,2025-12-12,311,390,79
MA,2025-12-19,311,390,79
MCD,2026-01-16,311,390,79
PEP,2026-01-23,311,390,79
ADBE,2025-11-04,312,390,78
BA,2025-12-05,312,390,78
BA,2025-12-09,312,390,78
BA,2025-12-16,312,390,78
DIS,2025-11-26,312,390,78
LLY,2025-12-01,312,390,78
MA,2025-11-04,312,390,78
MA,2026-01-05,312,390,78
MCD,2026-01-27,312,390,78
META,2025-12-26,312,390,78
PEP,2026-01-21,312,390,78
TGT,2026-01-21,312,390,78
ABBV,2025-11-17,313,390,77
BA,2026-01-21,313,390,77
DE,2026-01-15,313,390,77
LLY,2025-12-04,313,390,77
LLY,2026-01-09,313,390,77
LOW,2025-12-01,313,390,77
MA,2025-11-17,313,390,77
MCD,2025-11-24,313,390,77
MS,2026-01-28,313,390,77
ABBV,2025-11-25,314,390,76
ADBE,2025-11-06,314,390,76
ADBE,2025-12-15,314,390,76
